https://job-boards.greenhouse.io/twilio/jobs/7819432	2026-04-20	greenhouse-api-twilio	Director, GTM Business Architecture	Twilio	added
https://job-boards.greenhouse.io/twilio/jobs/7705877	2026-04-20	greenhouse-api-twilio	Director of North America, Pre-Sales Platform Specialists	Twilio	added
https://job-boards.greenhouse.io/twilio/jobs/7565884	2026-04-20	greenhouse-api-twilio	Director, Product Management	Twilio	added
https://job-boards.greenhouse.io/twilio/jobs/7435334	2026-04-20	greenhouse-api-twilio	HRBP Director, Product Management	Twilio	added
https://job-boards.greenhouse.io/twilio/jobs/7641333	2026-04-20	greenhouse-api-twilio	New Business Account Executive - Public Sector	Twilio	added
https://job-boards.greenhouse.io/gleanwork/jobs/4685575005	2026-04-20	greenhouse-api-glean	Enterprise Regional Director, Southeast	Glean	added
https://job-boards.greenhouse.io/gleanwork/jobs/4663045005	2026-04-20	greenhouse-api-glean	Partner Solutions Architect	Glean	added
https://job-boards.greenhouse.io/gleanwork/jobs/4482380005	2026-04-20	greenhouse-api-glean	Product Manager, Connectors	Glean	added
https://job-boards.greenhouse.io/gleanwork/jobs/4591195005	2026-04-20	greenhouse-api-glean	Public Sector Solutions Engineer, SLED	Glean	added
https://job-boards.greenhouse.io/gleanwork/jobs/4685389005	2026-04-20	greenhouse-api-glean	Public Sector Solutions Engineer, SLED	Glean	added
https://job-boards.greenhouse.io/gleanwork/jobs/4657199005	2026-04-20	greenhouse-api-glean	Senior Technical Program Manager, Connectors	Glean	added
https://job-boards.greenhouse.io/gleanwork/jobs/4508312005	2026-04-20	greenhouse-api-glean	Solutions Architect 	Glean	added
https://job-boards.greenhouse.io/gleanwork/jobs/4664302005	2026-04-20	greenhouse-api-glean	Strategic Federal Account Executive, Public Sector (DIB)	Glean	added
https://job-boards.greenhouse.io/celonis/jobs/7493399003?gh_jid=7493399003	2026-04-20	greenhouse-api-celonis	Account Executive - Public Sector	Celonis	added
https://job-boards.greenhouse.io/celonis/jobs/7528112003?gh_jid=7528112003	2026-04-20	greenhouse-api-celonis	Client Value Partner (CVP) - Public Sector	Celonis	added
https://job-boards.greenhouse.io/celonis/jobs/7620467003?gh_jid=7620467003	2026-04-20	greenhouse-api-celonis	Director of Professional Services - High Tech	Celonis	added
https://job-boards.greenhouse.io/celonis/jobs/7507911003?gh_jid=7507911003	2026-04-20	greenhouse-api-celonis	Director, Value Engineering - Financial Services	Celonis	added
https://job-boards.greenhouse.io/celonis/jobs/7665022003?gh_jid=7665022003	2026-04-20	greenhouse-api-celonis	Enterprise Architecture Director	Celonis	added
