215	https://jobs.lever.co/liatrio/cb88b721-410c-4219-b8a3-43c9ef12a1bc	Liatrio	Principal Application Modernization Architect
216	https://jobs.lever.co/insiderone/49f7e3c9-2a0e-4f45-99bd-1af880b7615b	Insider One	AI Transformation Lead
217	https://jobs.ashbyhq.com/develop-health/d37bf5d6-5e3b-4388-ab03-9603e3db1041	Develop Health	Head of AI
218	https://jobs.ashbyhq.com/harvey/2d8786d9-b757-41e3-b23a-d45fec038a57	Harvey	Director of Platform Engineering
219	https://jobs.ashbyhq.com/workshop-ventures/f72fe4f7-a25b-42a9-a3a2-6773815631aa	Workshop Venture Partners (WorkHero)	Head of Engineering
220	https://job-boards.greenhouse.io/sureify/jobs/5190968008	Sureify	VP of Engineering
221	https://boards.greenhouse.io/embed/job_app?token=7601994003	Pleo	Director of Engineering
222	https://job-boards.greenhouse.io/digible/jobs/5766191004	Digible	Director of Data
223	https://boards.greenhouse.io/dbtlabsinc/jobs/4300257005	dbt Labs	Director, Data
224	https://boards.greenhouse.io/digitaloceancitesremotes/jobs/3934331	DigitalOcean	VP, Data & Analytics
225	https://jobs.lever.co/jobgether/df51c575-3d28-402b-845c-275da732de01	Jobgether	Director / VP of Engineering
226	https://jobs.ashbyhq.com/maximustribe/a9891e02-673e-458e-9cbc-6d6ba730c0ed	MaximusTribe	Sr Director, Data Engineering and Analytics
227	https://boards.greenhouse.io/checkr/jobs/5514546	Checkr	VP, Data
169	local:jds/169.txt	Hamilton Porter	Software Engineering Manager
